,0
169,67210.07829329185
170,70883.28293776792
171,65030.166991761886
172,92958.50755896885
173,125337.53677456267
174,94138.7230057083
175,82000.46050254721
176,252002.33639873005
177,146355.9109943537
178,137833.73540862277
179,50293.21783521678
180,140560.55413063802
181,177697.94930143375
182,99596.78805002663
183,183237.63978663366
184,251857.47321747057
185,199078.07886672206
186,130332.31057201512
187,139207.99023299757
188,79245.1293217903
189,127472.79332771525
190,91744.5018366538
191,100930.9349715421
192,59287.99566287175
193,120233.15508590452
194,227124.3833035743
195,240415.98356997594
196,249375.322488104
197,21328.133148410358
198,82526.10299079493
199,242036.01009032968
200,34880.00017207768
201,110974.78554826137
202,122878.13053784985
203,74251.501191888
204,214433.91720104218
205,188341.18776548095
206,185695.6526649138
207,128632.81544585247
208,269638.7356644524
209,297959.7643287396
210,144961.05877901427
211,86846.0784371607
212,132128.15423401073
213,264889.2765905531
214,107714.18574239593
215,178625.7986762738
216,78238.56481300015
217,355802.82887301873
218,99071.9062994225
219,83501.17598893307
220,269346.147852147
221,457899.1994683696
222,355647.4436500082
223,20765.64287667442
224,83033.5069315359
225,30710.00300375931
226,125885.6692122221
227,124423.42539968062
228,160450.128986096
229,78229.18380736373
230,52359.34183230251
231,158502.53679567482
232,105814.01317106746
233,24204.13312094193
234,82190.63360929117
235,210269.8561777249
236,88156.0046664495
237,119787.93860210199
238,47371.34406071715
239,66102.32414496876
240,75023.08815404028
241,74338.38956292719
242,170511.55269772
243,97770.53768729419
244,138515.69004661404
245,88509.65881196316
246,11649.333659661002
247,134297.45787755307
248,529083.0548325712
249,124607.44446195383
250,156159.04654497
251,57816.40896254685
252,347383.86876639165
253,124488.70494369045
254,59485.49045978021
255,233756.57095206063
256,77059.07677807286
257,165697.76022784598
258,181866.3200200908
259,135371.553483543
260,108777.67082162388
261,76176.59500825312
262,146720.87934204284
263,29513.68870120868
264,145134.897220077
265,61387.40577852633
266,95691.48098065052
267,57347.890610849485
268,108061.27165437397
269,62985.522313514724
270,119644.494990509
271,409704.34972220473
272,174166.62322888058
273,132601.7886419464
274,221004.56079336628
275,108776.99925220292
276,135429.64695646707
277,266555.9399886094
278,193975.50782055967
279,121715.49305269867
280,106917.91389535088
281,76675.6362933414
282,63354.65425379854
283,241641.99165139813
284,92729.3632327579
285,127435.52923386358
286,102218.05483468715
287,204394.79780312162
288,102882.57857508864
289,109472.25434639119
290,247480.5450252816
291,88280.59705344867
292,165059.98152278736
293,95953.41432068124
294,53142.03893339448
295,195553.7811078634
296,42813.26178993005
297,118885.29824832175
298,203776.5440858584
299,134739.64470827766
300,155200.9768659789
301,98573.05056673475
302,320373.3821951868
303,46589.902744012885
304,123561.79823969863
305,256033.2866920838
306,97003.66150953155
307,125568.56300728489
308,13554.08004884515
309,93978.47026882041
310,34111.63230479043
311,136047.25021677464
312,141442.67025844567
313,118939.37657797057
314,143089.8710005544
315,238728.8690645108
316,134508.97094873898
317,32545.086641692556
318,84288.12659049407
319,117673.34660433047
320,80875.95533767994
321,84463.64253441524
322,87701.92272509821
323,292004.71156008355
324,105377.83118026052
325,82778.28148109745
326,66490.63228715304
327,65977.43433559313
328,100568.08051894512
329,49978.99585498124
330,77341.91491253022
331,70723.57332584076
332,265645.2493068483
333,131852.82201615535
334,138391.58777292166
335,83592.39350788854
336,111408.6033183178
337,260237.10043176077
338,32483.465759862214
339,78185.10100793745
340,106167.34409876633
341,95668.09718454909
342,178684.95342678018
343,95377.70397543721
344,133780.9956939416
345,240567.64747999422
346,181743.15760406293
347,154797.588943406
348,109064.86128632259
349,72667.20664320234
350,56704.53139671963
351,225608.0186453918
352,109342.21986471675
353,137670.9282650547
354,92176.1333846543
355,222004.322219925
356,108436.81137317792
357,92810.24786799029
358,89635.90274328459
359,109359.1875819685
360,151824.96545990463
361,170727.62599848956
362,61708.73548760824
363,93341.44183698855
364,128662.7210302595
365,110138.5283539379
366,63596.49284787197
367,114999.935122611
368,64913.21741564758
369,108802.05316297244
370,58018.55572959408
371,412913.72447743826
372,136013.8713677721
373,168526.28743319772
374,192610.06674650218
375,221011.64186489396
376,70228.64941309392
377,43222.32870055176
378,180050.89559613168
379,131583.20309304353
380,69605.70785460062
381,90761.86578265857
382,135610.29491876904
383,134356.25138141587
384,80112.22765240073
385,159473.4082893934
386,124736.87669630162
387,75262.37831190135
388,115662.39024621807
389,72881.51795284916
390,71394.97331402823
391,203290.8684245376
392,88441.10685723368
393,150379.62955558673
394,284097.1171588283
395,146419.80133495852
396,97741.13007668126
397,75100.31826838385
398,73380.33609726187
399,225489.64935050625
400,244222.92799080256
401,290458.8810647568
402,170968.33466537017
403,38039.862875916064
404,53326.35191331897
405,122489.17453065794
406,89932.84897976834
407,329550.1632259907
408,176417.98385925125
409,158045.4139007181
410,248365.2761718044
411,324853.4399728384
412,110479.34312157333
413,155503.1313726036
414,102104.71982406452
415,22208.405998508446
416,173808.554166561
417,90266.12577612326
418,159301.01691581402
419,63182.31710802298
420,65023.78814947605
421,75999.41605238616
422,46662.66340558324
423,134770.1373290494
424,131273.5414905483
425,83817.93336232845
426,91873.81683660671
427,127438.40464351606
428,101920.0756588839
429,92566.89934321959
430,143422.41269327328
431,109012.21268436313
432,134077.71558358707
433,229885.68030560203
434,157626.5324497791
435,147991.75937685277
436,145426.69968140498
437,153951.21648588497
438,58355.039957382716
439,116601.96691731084
440,122576.80220343173
441,242414.06417146977
442,51595.19059248455
443,189260.84172759578
444,30641.78970788233
445,112025.7358704377
446,185421.09358899947
447,68156.65979267377
448,149285.8300360758
449,276885.01003146544
450,81272.70666304044
451,128483.81636390463
452,66226.90749095846
453,31979.430991795845
454,76977.15675333608
455,78399.47040634602
456,71237.26713521965
457,114185.90502956044
458,135883.29717541672
459,116668.79838855937
460,86479.21097159758
461,156601.11763886176
462,107634.84593440406
463,321255.8858879823
464,117805.03736837301
465,95354.41621016432
466,146459.95895342156
467,126229.71048715897
468,65713.89477071539
469,110952.25989833474
470,70877.97490213253
471,187147.41885735653
472,39810.28983985726
473,119909.52263078745
474,70387.71507846285
475,150404.47902389895
476,137477.53528759256
477,133831.6045860201
478,268687.6335791759
479,247971.24718427472
480,87506.4538240917
481,176323.06252055708
482,228098.19503066968
483,125872.57605157979
484,128923.54777278006
485,118134.29746858869
486,88442.28356845584
487,145038.3045894932
488,124699.71607629396
489,138033.0746626053
490,316560.759486733
491,120212.00835778564
492,94936.81754076388
493,87875.18300446309
494,135815.8076982554
495,79064.3421623623
496,72345.07268159371
497,258567.83280526567
498,131592.9856472239
499,134570.61052019056
500,106537.53829904832
501,102511.26307910401
502,100065.58572154865
503,83530.63952095807
504,114969.79193269834
505,240343.67541513033
506,150214.10571167618
507,135699.09000768512
508,184784.9769568313
509,116934.19885510579
510,117446.41125235893
511,93853.50178819802
512,40374.170894758776
513,204669.05954836495
514,95818.89462764468
515,121596.38926574308
516,150727.26048529055
517,88069.14679373987
518,83118.92187289428
519,45684.01040043775
520,114301.08923283778
521,113443.11455115676
522,171358.94046913926
523,49205.64383220114
524,55322.40273164399
525,297177.8977882331
526,136292.35979653243
527,84886.90675189439
528,99420.36221734434
529,158032.16866229195
530,89706.67048988864
531,145544.09065857995
532,291809.8119549006
533,77157.30959118996
534,178511.746471229
535,190728.68184488267
536,100513.89896380715
537,215155.89455005713
538,122930.39402807504
539,167453.76051423792
540,179797.73023354355
541,394586.0505597498
542,49397.91498731915
543,271039.56034460757
544,85285.37771596946
545,84021.57596698496
546,105531.28804033436
547,121646.1485142922
548,98793.44566980563
549,145869.70620237198
550,157576.9758639224
551,70561.41328012478
552,135630.36876256764
553,329151.15215201303
554,100032.09886245057
555,123111.04390732571
556,189244.114291396
557,239819.35055898037
558,117242.87078963872
559,133668.27083949372
560,123688.79167366773
561,134232.93411720358
562,178772.60124923568
563,99456.59598052595
564,92324.08102425188
565,151789.0222646091
566,132766.49760111514
567,78848.65184088051
568,255599.8278787369
569,262361.2481181165
570,124694.48835239932
571,209559.4173160065
572,98434.67246371228
573,121108.53807802685
574,172809.29461715464
575,226867.43937787786
576,68512.25015164353
577,306320.88535945304
578,116299.42179350555
579,255600.27676789742
580,115930.1152188871
581,70757.95305639505
582,78984.74527423084
583,131765.41247209813
584,173875.47802689392
585,192824.56367381942
586,89558.35393687431
587,83608.62955904938
588,121704.84933345579
589,157655.7713973103
590,52400.18634982873
591,61695.218441906385
592,298076.8665367542
593,51337.409833819605
594,185845.47385892738
595,139700.64177764487
596,265301.95717571955
597,105698.89859098196
598,118866.58906523045
599,116345.9998580506
600,116539.19265858363
601,301924.90794049203
602,245938.42475848086
603,99020.38375993446
604,139268.31055468228
605,151228.90376217756
606,161489.33469437528
607,91080.26169049274
608,106579.2069751164
609,113845.810259494
610,269877.5079997722
611,279281.7872053506
612,104704.42119224649
613,162977.01606553327
614,90806.39876381587
615,100655.86764953285
616,78078.57522620074
617,187814.87265648693
618,67104.38122509792
619,143463.4359598197
620,92569.39632580243
621,189656.89108970668
622,139444.20424676314
623,62401.39831477031
624,137194.81317890808
625,87604.78101999965
626,138575.74645910412
627,178715.22276043147
628,225686.6851847479
629,147430.28506539576
630,190466.30930311978
631,144841.2454004921
632,87728.15751328412
633,151463.61827284843
634,87680.60433434136
635,114291.49728401378
636,49814.66622329038
637,106394.9514253512
638,97511.43343654461
639,137678.65717576724
640,156426.87789135333
641,90937.97858495358
642,101696.7952232929
643,98152.64266656805
644,257089.00476853922
645,87802.53834007774
646,86519.92590382975
647,200779.89651069604
648,117984.23301079683
649,138272.07610014733
650,75840.62766752485
651,141811.33988931682
652,330659.6730646482
653,26484.909607725218
654,62596.63030612003
655,87331.74349072762
656,144234.89356804732
657,172664.6109239282
658,63826.53509491589
659,91367.27752674092
660,290406.5048583215
661,114577.35416274797
662,71528.39775406942
663,191071.71608084347
664,67214.86877670512
665,158726.20189033356
666,304023.00621373206
667,92776.77830938157
668,135719.75298262667
669,146434.2062176671
670,127540.50794762
671,126335.58152189944
672,66363.49362378009
673,54984.92855030857
674,111234.61424170248
675,136026.77984411456
676,113150.68768994138
677,107325.94844990876
678,29735.915047480725
679,107880.03295587376
680,232957.75580540393
681,159766.4287435878
682,97479.81263764855
683,433477.488668195
684,193507.08338176925
685,177675.70503630862
686,111306.84563235287
687,113832.55936313234
688,177850.22956434917
689,76914.3063565148
690,181074.68744619098
691,365102.81119717285
692,106511.12734197639
693,70655.7181917075
694,168405.45956512354
695,266291.5883594714
696,100792.08472772036
697,116690.13248486072
698,165663.65164102707
699,49667.23514003027
700,84632.4856100725
701,207691.79703978356
702,103641.71102889534
703,61336.10810110904
704,87660.6176092783
705,207006.0936045153
706,121578.7935726922
707,144845.39035021514
708,105410.50398250669
709,156734.78354011383
710,138144.96449225768
711,157331.81546542328
712,195724.40988578368
713,67771.9474775074
714,157353.28780272417
715,67144.69033459853
716,118438.57271626499
717,88346.6233227225
718,164931.14282191824
719,176661.6028271597
720,105361.60064456891
721,373249.18102730997
722,515355.84546903707
723,205039.11660567485
724,122031.47936673276
725,293624.3477473883
726,165534.8627057923
727,84340.13845117018
728,77554.43615126517
729,99095.04409968667
730,263313.39122688025
731,56862.0042218538
732,53597.84963674005
733,362559.76928306744
734,85607.9637654163
735,255830.0093997866
736,71707.55414424744
737,85223.4914080929
738,91908.59446206223
739,282699.2136563733
740,65731.55534659885
741,128714.35694498103
742,124687.43530357908
743,304285.5091562262
744,267173.25584907643
745,146321.16263273358
746,97698.27432527859
747,121797.2502611326
748,101603.22612566035
749,176481.50260364544
750,103033.7352904072
751,149676.29013081826
752,137770.15562879853
753,141220.93041642196
754,273751.67543101497
755,128604.81572433282
756,143175.63141085207
757,95901.7706920486
758,34686.63003367465
759,103060.05650419649
760,4120.0839667879045
761,99679.21782148257
762,141180.65433018934
763,162074.81120526232
764,94151.57335716579
765,81921.80861023068
766,113719.18805505149
767,282249.647485611
768,224926.8399980152
769,76794.63526824955
770,87749.83479773067
771,292497.7882547984
772,101670.59359671641
773,157849.30982871912
774,131133.93828780763
775,161891.86473050155
776,326573.4432308357
777,80236.56132452097
778,52316.2478846116
779,130880.66664145608
780,47013.35409019794
781,77155.05152075645
782,87753.63251730241
783,135948.44833773747
784,134601.92995858658
785,183956.07965332828
786,134558.08283571247
787,146007.86451674625
788,82277.80254596379
789,154937.0874607237
790,203116.66794208065
791,37222.10763776302
792,94145.11866838671
793,284928.3037042767
794,274374.14749550447
795,83503.62015749887
796,65674.11160513852
797,80810.191288325
798,85760.11358337663
799,52661.97865845449
800,131673.7955097165
801,356158.00089319237
802,82016.6290779626
803,348432.7702255603
804,62616.264376264066
805,147747.34937437437
806,95755.81788196601
807,157099.37013651058
808,155795.9714340903
809,45079.01770070661
810,71379.70737347286
811,198529.16353932116
812,72007.16256164294
813,271252.57341421116
814,287595.0680531785
815,99546.08542698715
816,136947.65646980237
817,101974.68165399786
818,169322.37009799108
819,96420.37364500295
820,108561.49587585125
821,101684.181748203
822,117591.5720864702
823,146995.03013440873
824,204027.22265357058
825,87052.47693646234
826,362581.33089072537
827,109475.41104540322
828,156195.05330302007
829,118741.8993584849
830,141521.30798445176
831,153111.2294811597
832,83355.20209867787
833,84690.81129076425
834,74754.9356338447
835,91189.67836530693
836,121794.44695127755
837,150901.12861941475
838,57125.13561036531
839,150553.35904052947
840,79109.78864639718
841,280309.2817438394
842,136364.09536434617
843,215290.7498417059
844,74803.63471319247
845,101601.01196918543
846,70695.75994731206
847,105061.73829754628
848,186159.77538745385
849,116260.72525993269
850,173678.4197582472
851,144853.34396203607
852,104567.43250531517
853,133046.6921620723
854,245700.14237130247
855,23847.127028257586
856,112714.21258421429
857,168329.44755496643
858,104900.83500294853
859,103064.11112118512
860,79128.23194820154
861,218243.75133924186
862,273960.57570070773
863,135446.2120346576
864,119504.39279054105
865,254813.5928168362
866,56506.52175080776
867,74863.49623727333
868,101436.06227317732
869,148993.1777577987
870,92564.77376402449
871,158644.82121545076
872,143271.21470476035
873,85388.61224115547
874,134678.44059706014
875,32333.621252856217
876,56547.61835267395
877,95498.85169050656
878,107237.52522785775
879,89825.67592889722
880,99555.24229375925
881,216389.34966637287
882,104920.1776963491
883,163048.53999662213
884,133940.89531657007
885,162052.7534903055
886,182458.63690216094
887,95956.71536479797
888,117947.9533834029
889,62154.02118985355
890,88505.71996378247
891,71305.31724446919
892,188592.03172446135
893,348833.9141995022
894,106087.79982509371
895,287266.150230363
896,104998.46599140763
897,204810.93490044866
898,127783.30319573265
899,148067.55850167386
900,277755.90240949485
901,71665.00409599673
902,120047.55211580638
903,67442.97070180159
904,172374.5448486451
905,51663.508466208354
906,119901.96179241408
907,225914.44610878732
908,104185.6697544232
909,80956.2546321312
910,246745.84758700896
911,157433.6342889173
912,285774.4390584221
913,132758.50277573522
914,48994.989251283
915,158014.80510076135
916,86242.3293884527
917,53172.30055679288
918,153799.2232119944
919,190434.58940191846
920,20781.606040844694
921,156806.08059664723
922,71457.7551146578
923,130124.44860759657
924,150466.53937045857
925,80704.00807201117
926,272859.7233436601
927,148495.43823683914
928,70297.33250338119
929,80421.86379329301
930,110362.02090049908
931,78272.3932223022
932,247622.39555988275
933,402102.0574619528
934,64480.187720254995
935,79973.32830847055
936,204053.9162516361
937,81777.7371764509
938,90105.73399617709
939,142854.90558356047
940,258582.086744247
941,85988.18118720222
942,123877.33452090342
943,43788.55430607777
944,72260.03337306995
945,176521.59888415504
946,100152.84353495669
947,227365.15079711098
948,34028.9293056326
949,113434.97087257169
950,127488.24853211641
951,149568.87078871764
952,52963.60946878139
953,153948.9950888632
954,87577.16668008827
955,110095.93594164588
956,125572.38371460512
957,74180.79635790549
958,177317.12192400545
959,72930.90420772601
960,82844.72042880394
961,85445.16303927545
962,82187.6813180549
963,98546.78906414285
964,117381.58548004087
965,174389.9455488054
966,120868.10366115347
967,110995.62225274928
968,23439.36892348528
969,273050.25667311903
970,115778.66718580015
971,183143.06738627702
972,86231.41073991079
973,153840.9784196848
974,166143.67936296016
975,154439.68266604748
976,79745.87458056863
977,168623.8426281223
978,269708.7641676897
979,157099.76464580186
980,152815.03885290585
981,85961.50296288263
982,80375.62530143745
983,142080.55462810677
984,188183.7647549687
985,254786.7408668222
986,92950.66896115616
987,251833.62757382635
988,272555.8609747095
989,97881.53009233903
990,115685.40434386022
991,50341.26305099018
992,181446.7779570762
993,137251.31145959534
994,112646.58074059524
995,62502.64700379409
996,122802.0274726171
997,85698.86799924634
998,138400.24469989445
999,134573.37289982568
1000,123165.5464085294
1001,242012.1990629332
1002,104441.62565205153
1003,45633.576443963684
1004,136383.10649318527
1005,107094.13172670081
1006,119215.30517540127
1007,124348.19977877196
1008,65043.05617495533
1009,113296.808291113
1010,107314.45225310605
1011,45917.051347211
1012,7376.69295261614
1013,135674.99899146613
1014,105942.61104649212
1015,95866.86086498387
1016,87889.65083407145
1017,85009.14510949515
1018,363735.1764621921
1019,85120.17014714237
1020,95201.34693079256
1021,212862.73780900612
1022,140486.36194159556
1023,84871.40084490273
1024,97068.27070321795
1025,157711.06708777696
1026,210055.47907512076
1027,230536.75038428325
1028,86573.07261549588
1029,260493.90003167652
1030,143155.72574222088
1031,75875.89403201081
1032,73924.54172019847
1033,124812.58466378134
1034,321684.6567677101
1035,154556.81055211276
1036,93421.55799506232
1037,97837.61489967164
1038,121720.81579959951
1039,257870.19280395098
1040,225898.2976643229
1041,115244.31023509055
1042,147324.529326153
1043,177238.96986011602
1044,121803.0813853899
1045,48830.5723759979
1046,136055.43135645613
1047,170241.39065988548
1048,222529.3343299199
1049,86363.13235647138
1050,141003.2193467822
1051,172072.77808604017
1052,33040.94662374817
1053,94742.29847187363
1054,90875.9491556026
1055,122177.41778702755
1056,171347.13860762492
1057,122351.97473727912
1058,229975.55375181977
1059,93350.18241717946
1060,90438.21135013085
1061,86322.50559649058
1062,133221.15666238405
1063,228242.29250641167
1064,22643.659587803297
1065,367004.9385992475
1066,250158.88202445954
1067,84074.21968172025
1068,71063.19907224458
1069,205785.17776023876
1070,95758.77090565767
1071,67298.9693908114
1072,274308.0720710801
1073,130894.47808553372
1074,127177.85598364845
1075,83857.88075356744
1076,99198.63101540599
1077,88238.6919790497
1078,72559.94753383193
1079,122993.06598544214
1080,69268.45624232758
1081,95108.72597321589
1082,132673.98678857647
1083,165145.21280940995
1084,115732.03015173133
1085,133011.2183996383
1086,142448.6098883059
1087,119446.42492497899
1088,87349.22105785273
1089,170548.6733131362
1090,144799.27876558155
1091,90608.02857273258
1092,93237.92819307279
1093,61336.97163821198
1094,410706.0421065632
1095,134720.10953720473
1096,68156.50135216769
1097,43238.058300633915
1098,224140.94307528064
1099,191534.7031856859
1100,44068.10202874895
1101,146207.1918259086
1102,158030.09368878044
1103,70858.63055397384
1104,65694.57992694434
1105,142920.54607728682
1106,164774.7511907462
1107,106172.55756545998
1108,178898.7254301086
1109,244475.48008317873
1110,399534.9517381387
1111,159911.01108208764
1112,131054.07783953473
1113,350990.10421570856
1114,85873.17292939778
1115,113674.25933937076
1116,70911.03376196604
1117,172268.89883439336
1118,164458.54096237943
1119,167652.09811354987
1120,138192.82848941907
1121,136493.86305572186
1122,151601.78026711382
1123,102363.19562411401
1124,131139.72415785212
1125,104854.00078131258
1126,151412.80197719857
1127,199334.4403282907
1128,70584.58631466143
1129,124449.11044707522
1130,112872.60385761503
1131,52250.978429437615
1132,92481.11351885833
1133,127227.76726502553
1134,65975.57722452469
1135,109897.33185880724
1136,26356.043811577372
1137,121440.10064793099
1138,124988.93217126932
1139,151058.03166024666
1140,126918.04664967395
1141,100043.17470791191
1142,90492.37148420792
1143,62681.24727023952
1144,236323.72682102025
1145,229372.57265218627
1146,99955.40373644978
1147,161115.703403485
1148,160545.7807794651
1149,83616.16852065641
1150,51233.344710672274
1151,196912.6323585715
1152,44122.04376252927
1153,114564.5568121504
1154,145499.09635675512
1155,119672.43976850156
1156,104908.16646918189
1157,147595.04736305587
1158,85929.42049210705
1159,86121.55799329467
1160,94400.82565337326
1161,96304.85055605881
1162,161853.30221255124
1163,115293.68327767588
1164,134676.26788305677
1165,80325.38275570422
1166,166756.60554176476
1167,96408.49730201252
1168,112493.60861505661
1169,257781.45113651548
1170,291756.07973999437
1171,20567.87745498307
1172,200858.36083765514
1173,172642.18278788682
1174,137684.20225799177
1175,228451.1002346594
1176,65895.20522538014
1177,73198.82312588952
1178,111928.76471155044
1179,99150.51258582715
1180,122664.66865256522
1181,147395.25889480114
1182,51777.44949281681
1183,169142.0619625505
1184,91389.54876243882
1185,148912.35906024463
1186,142791.25412564818
1187,75267.9704753086
1188,44909.548430798575
1189,113905.46068234835
1190,232574.46345113218
1191,112469.10071700718
1192,170639.61451145727
1193,61034.079536133446
1194,171970.19961484894
1195,133065.28312684037
1196,112335.96274059918
1197,156450.90108302236
1198,40004.03727710247
1199,83029.79968560766
1200,156825.3179344749
1201,88090.91883569025
1202,274718.18238216825
1203,78039.59122080076
1204,114671.36863098294
1205,123605.37527772784
1206,116160.97668727767
1207,102658.05299221538
1208,126735.3402587939
1209,77603.75998389907
1210,110334.412655022
1211,94469.59515159484
1212,123448.68949827645
1213,159848.02650200017
1214,132380.8310321672
1215,78983.05086789094
1216,370377.9795895377
1217,43249.99147949368
1218,109349.23814491648
1219,96044.01162293646
1220,71293.65402137581
1221,39214.49579886347
1222,287481.105234446
1223,93668.09352995455
1224,135892.8724363707
1225,112693.83358622808
1226,72215.67279066797
1227,129303.51485915016
1228,218670.03633565828
1229,108711.11872594524
1230,241425.5219644541
1231,36328.343030133285
1232,147994.5466284221
1233,113076.79246080387
1234,114554.98574215826
1235,84467.3548720181
1236,129857.37174235843
1237,123713.91456503514
1238,97625.11220024806
1239,209828.34406976867
1240,87799.74815106858
1241,185131.90189337824
1242,131706.4759945823
1243,222474.48481340893
1244,241722.5210137423
1245,235676.54888257664
1246,183190.31175133958
1247,148502.9154424481
1248,50695.319505183026
1249,76599.00344069488
1250,121226.39027897082
1251,152542.11043376103
1252,107091.58349406533
1253,170071.01717706118
1254,85082.7029134389
1255,262270.2564768428
1256,232960.19591546897
1257,93917.1491974555
1258,86869.77824041806
1259,81178.42997068539
1260,89629.99374842737
1261,109214.79020811804
1262,82237.03991659172
1263,131208.26817381103
1264,115209.80626879632
1265,43458.592678362504
1266,70365.37340509519
1267,36740.91947233491
1268,162340.66143744532
1269,65576.30016185995
1270,51205.32918200549
1271,65915.23066063877
1272,131182.54661336914
1273,74100.9462760631
1274,113046.16369204223
1275,65707.54517224897
1276,80704.12977964059
1277,85707.8940634625
1278,240657.356970042
1279,84648.59933291841
1280,89680.77438092232
1281,96473.43545792624
1282,97062.56273047812
1283,135874.11833346076
1284,292674.7589175198
1285,1209245.3686099472
1286,88022.0579855293
1287,33284.669070334174
1288,142404.4800214609
1289,69666.11815398373
1290,90962.94029813167
1291,47259.15018136706
1292,91137.05658146273
1293,147573.5357585689
1294,73525.15680159535
1295,50760.344603179954
1296,75136.2856889721
1297,156651.48206678312
1298,73095.86636932194
1299,13035.634489712305
1300,156647.16982270032
1301,132304.49524086062
1302,87104.8855070183
1303,119994.67267698608
1304,84029.5314610377
1305,226026.8846093854
1306,70527.19551323354
1307,141352.61090491712
1308,183699.41196753364
1309,141321.59023458045
1310,228143.33433415554
1311,34288.06910633203
1312,308449.9766914025
1313,110848.60892768204
1314,198920.4114405457
1315,132836.6618696237
1316,124310.93833880685
1317,122142.19298248831
1318,164784.69878078997
1319,112553.72390247416
1320,82592.38779002056
1321,73111.04433784448
1322,37896.005420417525
1323,159106.24156604707
1324,267612.0814473238
1325,134085.94480459578
1326,160215.0854314668
1327,90942.00205830485
1328,79443.3187589692
1329,142210.04078671802
1330,149031.9425000297
1331,81056.82881660387
1332,237452.38539666124
1333,206023.40367873386
1334,120600.46448435262
1335,183932.93946255185
1336,109197.34475485794
1337,131508.13532991335
1338,159614.2425248865
1339,76830.28653632943
1340,229216.98906816822
1341,86197.36635637656
1342,114787.95423940569
1343,104802.3081606105
1344,71063.42935740016
1345,321220.58064803015
1346,229621.88651255332
1347,113297.68578943331
1348,97558.13278570306
1349,86084.16538331471
1350,195778.30626257602
1351,124020.04872611351
1352,113760.2213546941
1353,101292.15983787272
1354,155443.0263569085
1355,274035.9635329768
1356,140308.03037124593
1357,53081.2938245181
1358,209047.24293186702
1359,70890.61397379171
1360,90910.64947991725
1361,157266.44196676183
1362,64244.78903129045
1363,253314.93631480914
1364,121566.16764075309
